Date,Minimum Temperature,Mean Temperature,Maximum Temperature,Mean Sea Level Pressure,Mean Dew Point,Total Precipitation,Visibility,Snow Depth,Mean Wind Speed,Maximum Sustained Wind Speed,Maximum Wind Gust
2019-09-11,75.0,82.6,91.9,29.94,68.7,0.00,10.0,No data.,13.00,18.30,31.07
2019-09-10,75.9,81.2,90.0,29.91,68.1,0.55,10.0,No data.,11.16,16.11,25.32
2019-09-09,69.1,78.1,91.0,29.87,69.3,0.57,9.7,No data.,6.79,20.83,32.22
2019-09-08,70.0,77.2,87.1,29.86,69.3,0.00,10.0,No data.,6.10,23.02,33.26
2019-09-07,64.0,75.2,91.0,29.99,65.6,0.00,10.0,No data.,5.98,13.81,20.83
2019-09-06,66.0,76.3,88.0,30.00,65.4,0.00,10.0,No data.,6.21,16.11,No data.
2019-09-05,69.1,80.2,95.0,30.02,67.4,0.00,10.0,No data.,6.79,17.26,27.73
2019-09-04,66.9,76.8,89.1,30.09,62.8,0.00,9.8,No data.,7.13,11.39,No data.
2019-09-03,73.9,82.9,95.0,29.90,70.2,0.00,9.8,No data.,7.60,12.77,19.68
2019-09-02,66.9,77.8,91.9,30.03,69.1,0.00,10.0,No data.,5.29,14.96,25.32
2019-09-01,62.1,71.1,84.9,30.10,65.2,0.00,8.1,No data.,2.76,8.06,No data.
2019-08-31,64.0,68.8,77.0,30.13,62.7,0.56,10.0,No data.,5.06,10.24,No data.
2019-08-30,66.0,73.9,89.1,30.02,67.4,3.89,9.5,No data.,7.36,24.17,46.03
2019-08-29,63.0,77.1,93.0,29.94,68.1,0.00,10.0,No data.,6.33,16.11,No data.
2019-08-28,55.0,69.2,87.1,30.08,57.8,0.00,10.0,No data.,3.11,11.39,18.30
2019-08-27,55.9,71.4,82.0,29.98,59.9,0.01,10.0,No data.,2.88,9.21,17.26
2019-08-26,68.0,70.6,77.0,29.76,67.2,0.02,9.2,No data.,5.87,16.11,No data.
2019-08-25,66.2,71.0,79.0,29.86,65.1,1.49,9.3,No data.,5.87,21.86,31.07
2019-08-24,69.8,73.2,78.1,30.01,67.1,0.00,10.0,No data.,9.32,12.77,18.30
2019-08-23,71.1,76.2,84.9,29.98,70.4,0.00,10.0,No data.,6.67,14.96,No data.
2019-08-22,71.6,75.5,82.0,29.95,69.9,0.01,10.0,No data.,6.33,9.21,No data.
2019-08-21,70.0,78.7,93.0,29.94,71.4,0.09,10.0,No data.,6.79,17.26,39.13
2019-08-20,78.1,86.9,97.0,29.88,75.9,0.00,10.0,No data.,7.83,16.11,No data.
2019-08-19,71.1,80.9,95.0,29.90,72.8,0.01,10.0,No data.,5.87,10.24,20.83
2019-08-18,71.1,82.2,90.0,29.76,66.5,0.02,10.0,No data.,7.83,24.17,40.28
2019-08-17,66.0,78.3,91.0,29.78,69.1,0.42,9.7,No data.,7.36,14.96,41.31
2019-08-16,66.9,74.8,89.1,29.84,68.0,1.60,9.3,No data.,7.83,23.02,39.13
2019-08-15,64.9,74.4,89.1,30.01,66.3,0.00,10.0,No data.,4.60,14.96,24.17
2019-08-14,66.9,75.7,86.0,30.06,65.5,0.00,10.0,No data.,4.49,10.24,19.68
2019-08-13,73.0,81.3,90.0,29.92,71.8,0.22,10.0,No data.,4.60,10.24,No data.
2019-08-12,71.1,81.5,93.0,29.80,74.6,0.23,10.0,No data.,4.03,12.77,26.35
2019-08-11,72.0,81.3,90.0,29.89,74.4,0.42,9.8,No data.,4.60,13.81,33.26
2019-08-10,69.1,78.9,89.1,29.89,72.6,0.00,9.4,No data.,3.57,9.21,No data.
2019-08-09,64.9,76.4,88.0,29.94,68.7,0.15,9.7,No data.,3.22,9.21,No data.
2019-08-08,71.1,76.0,84.9,29.90,70.2,1.44,9.4,No data.,2.65,11.39,No data.
2019-08-07,66.9,77.3,91.0,29.85,69.9,0.70,9.4,No data.,5.75,29.92,55.24
2019-08-06,69.1,80.5,93.0,29.89,71.9,0.00,9.8,No data.,2.76,8.06,No data.
2019-08-05,66.9,78.0,90.0,29.97,69.1,0.00,10.0,No data.,1.96,10.24,No data.
2019-08-04,70.0,78.3,88.0,30.02,68.3,0.00,9.9,No data.,2.88,6.90,No data.
2019-08-03,73.0,76.4,86.0,30.01,71.4,0.34,8.9,No data.,5.06,10.24,No data.
2019-08-02,72.0,75.6,81.0,30.01,71.0,0.65,9.1,No data.,6.90,12.77,17.26
2019-08-01,71.1,80.0,93.9,30.01,66.2,0.00,10.0,No data.,11.85,17.26,28.88
2019-07-31,70.0,81.1,93.9,30.00,63.8,0.00,10.0,No data.,10.82,23.02,35.79
2019-07-30,61.0,75.6,91.9,30.04,61.0,0.00,10.0,No data.,3.80,12.77,19.68
2019-07-29,69.1,81.7,91.9,29.93,62.3,0.03,10.0,No data.,8.17,13.81,23.02
2019-07-28,73.9,84.0,97.0,29.95,63.0,0.00,10.0,No data.,12.08,19.68,35.79
2019-07-27,64.9,81.5,95.0,30.06,59.6,0.00,10.0,No data.,9.55,16.11,23.02
2019-07-26,71.1,81.1,93.0,30.04,58.6,0.00,10.0,No data.,11.62,20.83,27.73
2019-07-25,63.0,76.3,91.9,30.07,58.0,0.00,10.0,No data.,6.10,16.11,23.02
2019-07-24,54.0,70.3,84.9,30.18,56.8,0.00,10.0,No data.,2.30,8.06,No data.
2019-07-23,54.0,69.1,82.0,30.24,55.2,0.00,9.9,No data.,3.68,12.77,19.68
2019-07-22,66.9,74.5,82.9,30.13,62.8,0.04,10.0,No data.,9.32,17.26,24.17
2019-07-21,71.1,79.9,99.0,29.87,69.3,0.00,10.0,No data.,9.44,16.11,27.73
2019-07-20,79.0,89.7,100.9,29.74,70.6,0.00,10.0,No data.,11.74,16.11,25.32
2019-07-19,79.0,90.2,100.9,29.72,71.4,0.00,10.0,No data.,12.77,18.30,27.73
2019-07-18,81.0,89.3,100.0,29.73,71.5,0.00,10.0,No data.,12.89,17.26,25.32
2019-07-17,77.0,87.6,100.9,29.80,72.6,0.00,10.0,No data.,8.40,19.68,32.22
2019-07-16,66.9,79.7,93.9,29.88,69.6,0.00,10.0,No data.,4.03,11.39,No data.
2019-07-15,71.1,80.1,90.0,29.93,69.9,0.00,10.0,No data.,4.03,8.06,No data.
2019-07-14,68.0,80.8,91.9,30.00,69.6,0.00,10.0,No data.,2.65,8.06,No data.
2019-07-13,64.9,78.4,91.0,29.98,67.7,0.00,10.0,No data.,2.99,9.21,16.11
2019-07-12,63.0,75.9,89.1,29.97,64.7,0.00,9.7,No data.,2.88,11.39,No data.
2019-07-11,62.1,75.1,86.0,30.08,62.8,0.28,10.0,No data.,2.99,10.24,No data.
2019-07-10,66.9,79.9,93.0,29.98,70.6,0.02,10.0,No data.,4.26,24.17,46.03
2019-07-09,68.0,81.0,93.9,29.85,71.3,0.47,9.7,No data.,4.37,10.24,No data.
2019-07-08,73.0,81.0,91.0,29.92,71.9,0.00,10.0,No data.,5.98,13.81,21.86
2019-07-07,69.1,79.3,89.1,30.02,69.3,0.07,10.0,No data.,2.53,8.06,No data.
2019-07-06,72.0,77.8,86.0,30.06,70.7,0.22,9.9,No data.,5.41,13.81,No data.
2019-07-05,70.0,78.2,87.1,29.96,72.1,0.17,9.1,No data.,6.10,14.96,33.26
2019-07-04,71.6,77.0,86.0,29.85,69.6,2.11,9.4,No data.,6.44,12.77,No data.
2019-07-03,70.0,81.0,90.0,29.82,68.5,0.00,10.0,No data.,8.40,19.68,28.88
2019-07-02,71.1,82.5,93.0,29.88,69.7,0.00,10.0,No data.,6.67,12.77,No data.
2019-07-01,69.1,81.6,91.9,29.97,68.4,0.00,10.0,No data.,7.71,13.81,18.30
2019-06-30,71.1,84.1,93.9,29.99,71.8,0.00,10.0,No data.,6.79,14.96,19.68
2019-06-29,75.9,87.4,98.1,29.98,73.2,0.00,10.0,No data.,7.48,13.81,No data.
2019-06-28,75.9,86.0,98.1,29.96,72.1,0.00,10.0,No data.,11.51,17.26,26.35
2019-06-27,73.9,83.6,93.0,29.99,71.5,0.00,10.0,No data.,11.85,19.68,31.07
2019-06-26,63.0,75.6,88.0,29.98,64.2,0.35,10.0,No data.,8.40,20.83,47.18
2019-06-25,62.1,77.4,91.9,29.85,61.9,0.00,10.0,No data.,8.75,17.26,25.32
2019-06-24,55.9,69.7,82.9,29.81,57.1,1.92,10.0,No data.,6.21,14.96,21.86
2019-06-23,64.0,70.3,81.0,29.75,63.7,2.58,8.5,No data.,8.63,21.86,33.26
2019-06-22,68.0,77.5,87.1,29.75,69.1,0.80,9.9,No data.,8.06,24.17,44.88
2019-06-21,64.9,77.6,90.0,29.64,68.2,0.05,9.7,No data.,11.62,28.88,40.28
2019-06-20,60.1,73.7,91.9,29.71,64.0,0.00,9.8,No data.,5.29,14.96,24.17
2019-06-19,64.9,69.9,79.0,29.76,63.4,0.00,10.0,No data.,3.45,10.24,No data.
2019-06-18,63.0,71.8,84.9,29.89,63.8,0.00,9.7,No data.,3.91,25.32,44.88
2019-06-17,60.1,74.0,88.0,29.89,61.0,0.00,10.0,No data.,3.34,13.81,17.26
2019-06-16,64.0,77.4,86.0,29.81,59.0,0.00,10.0,No data.,5.98,11.39,No data.
2019-06-15,69.1,78.8,91.0,29.69,65.0,0.00,10.0,No data.,10.36,18.30,26.35
2019-06-14,61.0,72.9,86.0,29.85,55.8,0.09,10.0,No data.,13.35,21.86,33.26
2019-06-13,46.9,64.5,82.0,30.08,45.3,0.05,10.0,No data.,5.29,12.77,21.86
2019-06-12,54.0,65.7,79.0,30.01,55.2,0.33,9.8,No data.,6.44,18.30,27.73
2019-06-11,48.0,65.3,81.0,30.14,48.3,0.00,10.0,No data.,5.52,18.30,27.73
2019-06-10,46.9,64.5,80.1,30.33,46.3,0.00,10.0,No data.,4.26,8.06,19.68
2019-06-09,64.9,71.0,86.0,30.01,58.2,0.00,10.0,No data.,7.60,17.26,27.73
2019-06-08,63.0,77.4,95.0,29.84,62.2,0.00,10.0,No data.,3.80,11.39,18.30
2019-06-07,62.1,75.6,90.0,29.82,63.0,0.34,9.9,No data.,3.34,10.24,No data.
2019-06-06,68.0,75.9,87.1,29.79,65.3,0.33,9.8,No data.,4.60,19.68,26.35
2019-06-05,66.0,78.6,91.0,29.75,66.0,0.00,10.0,No data.,4.60,11.39,19.68
2019-06-04,71.1,79.1,90.0,29.81,66.2,0.00,10.0,No data.,7.83,13.81,20.83
2019-06-03,63.0,74.3,87.1,29.93,60.0,0.00,10.0,No data.,5.29,12.77,17.26
2019-06-02,59.0,71.9,84.9,29.96,54.6,0.00,10.0,No data.,5.64,10.24,No data.
2019-06-01,57.9,73.0,87.1,29.87,60.1,0.00,10.0,No data.,3.45,11.39,18.30
2019-05-31,53.1,67.3,82.9,29.95,55.5,0.00,10.0,No data.,2.19,5.87,No data.
2019-05-30,52.0,64.8,80.1,29.84,52.6,0.00,10.0,No data.,7.25,13.81,26.35
2019-05-29,61.0,66.8,82.0,29.71,58.6,0.49,9.7,No data.,6.21,23.02,40.28
2019-05-28,64.0,74.1,84.0,29.57,67.7,0.39,9.5,No data.,8.86,13.81,26.35
2019-05-27,62.6,75.0,84.9,29.78,66.5,0.02,9.8,No data.,8.98,25.32,42.46
2019-05-26,59.0,70.8,80.1,29.98,63.9,0.28,9.6,No data.,5.87,13.81,26.35
2019-05-25,63.0,71.7,79.0,29.89,65.4,0.07,10.0,No data.,7.36,16.11,26.35
2019-05-24,64.9,72.4,79.0,29.86,65.6,0.19,9.8,No data.,8.40,14.96,23.02
2019-05-23,48.9,61.6,73.9,29.99,52.0,0.00,10.0,No data.,5.64,14.96,21.86
2019-05-22,46.9,59.3,73.0,29.61,46.8,0.62,10.0,No data.,10.36,19.68,27.73
2019-05-21,48.0,53.0,70.0,29.59,51.2,1.34,9.3,No data.,14.73,26.35,39.13
2019-05-20,46.9,52.1,66.0,30.02,44.6,0.09,9.1,No data.,10.13,20.83,35.79
2019-05-19,55.9,60.9,66.9,29.78,50.5,1.33,9.2,No data.,8.63,16.11,33.26
2019-05-18,60.1,68.6,81.0,29.58,61.2,0.55,9.0,No data.,9.21,20.83,37.98
2019-05-17,70.0,78.2,88.0,29.65,62.8,0.00,10.0,No data.,14.38,23.02,36.94
2019-05-16,64.0,78.6,91.0,29.76,62.0,0.00,10.0,No data.,11.62,24.17,34.41
2019-05-15,57.0,71.4,88.0,29.86,61.4,0.00,9.5,No data.,4.60,13.81,24.17
2019-05-14,54.0,69.0,87.1,29.86,54.3,0.00,10.0,No data.,4.60,9.21,No data.
2019-05-13,42.1,57.9,75.9,29.91,46.0,0.40,9.0,No data.,3.68,13.81,21.86
2019-05-12,46.4,57.0,66.0,29.83,46.9,0.60,9.3,No data.,6.10,14.96,18.30
2019-05-11,50.0,55.8,64.0,30.00,45.5,0.00,10.0,No data.,3.11,6.90,No data.
2019-05-10,41.0,53.0,62.1,30.17,40.9,0.00,10.0,No data.,1.84,5.87,No data.
2019-05-09,43.0,49.1,61.0,29.94,40.1,0.20,9.7,No data.,9.21,14.96,24.17
2019-05-08,57.2,63.0,71.1,29.73,57.8,2.63,8.6,No data.,9.21,18.30,24.17
2019-05-07,57.0,60.1,62.1,30.00,57.4,1.61,9.0,No data.,8.40,19.68,25.32
2019-05-06,51.1,63.6,77.0,29.88,57.1,0.88,9.3,No data.,7.36,27.73,51.90
2019-05-05,50.0,63.6,80.1,29.83,52.9,0.00,10.0,No data.,6.56,19.68,26.35
2019-05-04,45.0,56.4,72.0,29.97,49.3,0.00,6.0,No data.,3.34,10.24,18.30
2019-05-03,51.1,56.5,64.0,30.03,49.2,0.15,9.8,No data.,4.03,11.39,No data.
2019-05-02,46.0,54.6,64.9,30.12,45.2,0.14,9.6,No data.,7.83,14.96,23.02
2019-05-01,51.1,53.6,59.0,29.92,49.7,0.79,8.2,No data.,3.68,9.21,No data.
2019-04-30,46.9,51.5,61.0,30.01,44.9,0.17,8.4,No data.,9.09,23.02,34.41
2019-04-29,51.1,57.2,63.0,29.92,46.1,0.60,9.5,No data.,10.24,19.68,33.26
2019-04-28,42.1,50.3,64.9,29.98,36.1,0.00,10.0,No data.,12.66,18.30,27.73
2019-04-27,54.0,63.6,73.0,29.75,42.2,0.00,10.0,No data.,14.38,18.30,37.98
2019-04-26,37.9,57.3,75.9,30.08,36.9,0.00,10.0,No data.,5.87,13.81,25.32
2019-04-25,44.1,58.2,72.0,29.85,47.3,0.01,7.9,No data.,5.87,17.26,34.41
2019-04-24,48.9,57.5,73.0,29.93,49.1,0.07,7.6,No data.,2.19,6.90,No data.
2019-04-23,51.1,54.4,66.0,30.09,46.3,0.08,10.0,No data.,6.33,10.24,No data.
2019-04-22,60.1,67.0,82.9,29.87,52.5,0.18,10.0,No data.,8.63,18.30,27.73
2019-04-21,62.1,72.8,87.1,29.70,48.9,0.00,10.0,No data.,15.42,27.73,47.18
2019-04-20,34.0,57.2,84.0,29.92,36.2,0.00,10.0,No data.,7.02,19.68,29.92
2019-04-19,42.1,54.3,66.9,30.04,34.4,0.00,10.0,No data.,8.06,13.81,27.73
2019-04-18,46.9,57.3,75.0,29.83,40.7,0.00,10.0,No data.,9.90,16.11,43.84
2019-04-17,66.0,71.6,81.0,29.65,57.0,0.00,10.0,No data.,10.70,14.96,25.32
2019-04-16,53.1,68.9,82.9,29.71,50.5,0.00,9.9,No data.,7.13,17.26,25.32
2019-04-15,43.0,60.6,80.1,29.78,39.1,0.00,10.0,No data.,9.44,20.83,28.88
2019-04-14,30.9,48.1,62.1,29.92,28.1,0.00,10.0,No data.,7.13,16.11,23.02
2019-04-13,26.1,42.7,57.0,30.10,24.9,0.00,10.0,No data.,6.67,18.30,26.35
2019-04-12,30.9,40.9,55.0,29.85,20.6,0.00,10.0,No data.,13.23,17.26,35.79
2019-04-11,39.0,49.8,No data.,29.34,36.7,0.00,10.0,No data.,15.31,25.32,37.98
2019-04-10,57.9,71.0,87.1,29.44,50.5,0.00,9.8,No data.,10.59,24.17,35.79
2019-04-09,45.0,65.9,82.0,29.87,45.9,0.00,9.0,No data.,6.44,16.11,26.35
2019-04-08,41.0,61.5,84.0,29.95,43.7,0.00,10.0,No data.,5.29,16.11,24.17
2019-04-07,53.1,61.8,75.9,29.85,53.5,0.64,7.3,No data.,7.13,16.11,25.32
2019-04-06,53.1,64.9,78.1,29.88,52.0,0.00,9.0,No data.,11.05,20.83,32.22
2019-04-05,42.1,59.7,78.1,30.00,46.7,0.00,7.7,No data.,6.44,19.68,26.35
2019-04-04,55.9,62.3,70.0,29.98,45.7,0.00,10.0,No data.,6.90,12.77,No data.
2019-04-03,45.0,56.9,73.0,30.06,37.2,0.00,9.5,No data.,8.52,23.02,32.22
2019-04-02,36.0,49.7,61.0,30.07,31.8,0.00,9.9,No data.,6.79,17.26,27.73
2019-04-01,30.0,44.8,64.0,30.22,25.9,0.00,10.0,No data.,8.06,18.30,29.92
2019-03-31,24.1,39.2,53.1,30.44,21.1,0.00,10.0,No data.,2.76,6.90,No data.
2019-03-30,39.0,42.9,48.9,30.14,30.7,No data.,7.7,No data.,12.89,23.02,39.13
2019-03-29,44.1,47.0,48.9,30.02,42.2,No data.,7.4,No data.,13.58,21.86,32.22
2019-03-28,48.0,57.5,72.0,29.96,48.2,0.00,9.0,No data.,8.75,16.11,25.32
2019-03-27,52.0,61.4,75.9,30.07,43.2,0.00,9.7,No data.,15.42,31.07,44.88
2019-03-26,37.0,51.6,70.0,30.33,39.3,0.00,9.6,No data.,4.49,12.77,24.17
2019-03-25,48.0,52.0,60.1,30.23,41.8,0.00,9.9,No data.,7.94,13.81,19.68
2019-03-24,46.9,53.1,60.1,29.96,45.5,0.00,10.0,No data.,10.13,17.26,28.88
2019-03-23,48.9,56.0,66.9,30.02,39.2,0.00,9.8,No data.,8.29,23.02,31.07
2019-03-22,28.0,47.3,68.0,30.18,29.1,0.00,10.0,No data.,2.30,10.24,No data.
2019-03-21,32.0,48.3,63.0,30.20,31.7,0.00,10.0,No data.,3.11,6.90,No data.
2019-03-20,42.1,49.2,64.9,30.16,37.3,0.00,10.0,No data.,8.06,14.96,26.35
2019-03-19,41.0,47.3,57.0,30.23,34.4,0.00,9.5,No data.,7.02,14.96,No data.
2019-03-18,35.1,45.3,57.0,30.39,29.0,0.00,10.0,No data.,5.52,10.24,No data.
2019-03-17,25.0,43.2,59.0,30.36,27.6,0.00,10.0,No data.,2.88,6.90,No data.
2019-03-16,23.0,40.7,63.0,30.39,27.1,0.00,10.0,No data.,5.29,18.30,24.17
2019-03-15,32.0,41.0,52.0,30.30,28.5,0.00,10.0,No data.,8.29,12.77,25.32
2019-03-14,37.0,44.5,63.0,29.27,36.5,0.02,10.0,No data.,18.99,39.13,55.24
2019-03-13,54.0,58.1,68.0,29.41,53.7,No data.,9.5,No data.,17.38,31.07,50.75
2019-03-12,43.0,48.7,57.0,30.14,42.6,0.00,9.5,No data.,8.98,20.83,34.41
2019-03-11,27.0,37.8,54.0,30.35,27.8,0.00,10.0,No data.,4.49,9.21,No data.
2019-03-10,28.0,36.3,45.0,30.16,24.6,0.16,10.0,No data.,5.64,12.77,26.35
2019-03-09,39.0,43.4,50.0,29.59,39.8,0.05,9.0,No data.,9.67,18.30,36.94
2019-03-08,30.9,35.8,41.0,29.98,31.7,0.00,8.2,No data.,6.56,11.39,No data.
2019-03-07,28.9,35.6,46.0,30.10,24.3,0.00,10.0,No data.,10.24,14.96,No data.
2019-03-06,3.0,19.6,37.9,30.42,10.5,0.00,10.0,No data.,5.06,13.81,24.17
2019-03-05,0.0,13.6,25.0,30.48,0.8,0.00,10.0,No data.,6.90,10.24,20.83
2019-03-04,-2.9,6.6,18.0,30.55,-7.2,0.00,10.0,No data.,5.41,11.39,19.68
2019-03-03,5.0,12.8,24.1,30.52,2.8,0.08,8.1,No data.,12.31,19.68,31.07
2019-03-02,21.9,26.8,37.0,30.34,17.1,0.00,10.0,No data.,10.82,21.86,26.35
2019-03-01,16.0,26.0,41.0,30.16,17.2,0.00,10.0,No data.,2.19,8.06,No data.
2019-02-28,12.0,17.0,28.9,30.30,5.2,0.00,10.0,No data.,6.33,11.39,19.68
2019-02-27,14.0,17.6,21.0,30.35,11.7,0.00,7.9,No data.,8.86,14.96,24.17
2019-02-26,12.9,16.7,23.0,30.33,10.0,0.00,9.9,No data.,10.47,20.83,No data.
2019-02-25,15.1,21.9,37.0,30.39,14.0,0.00,10.0,No data.,10.13,18.30,27.73
2019-02-24,21.9,27.5,30.9,30.25,21.2,0.75,8.9,No data.,8.98,13.81,31.07
2019-02-23,33.1,35.4,37.4,29.78,34.7,0.09,3.9,No data.,7.94,14.96,33.26
2019-02-22,24.1,33.6,41.0,30.17,26.3,0.00,9.8,No data.,7.94,14.96,23.02
2019-02-21,10.9,27.0,43.0,30.10,20.3,0.00,8.3,No data.,5.18,12.77,20.83
2019-02-20,26.6,30.4,37.0,29.85,24.6,0.03,6.5,No data.,9.78,17.26,25.32
2019-02-19,16.0,21.9,30.0,30.43,15.8,0.00,10.0,No data.,8.63,14.96,No data.
2019-02-18,5.0,17.3,26.1,30.40,10.6,0.00,10.0,No data.,4.26,8.06,No data.
2019-02-17,18.0,23.0,28.0,29.95,17.8,0.01,8.6,No data.,6.44,11.39,24.17
2019-02-16,10.9,16.9,25.0,30.06,10.4,0.14,9.8,No data.,7.25,13.81,No data.
2019-02-15,14.0,18.8,32.0,30.09,10.4,0.00,7.2,No data.,11.62,17.26,24.17
2019-02-14,28.0,40.0,55.9,29.62,30.2,0.00,10.0,No data.,5.52,17.26,31.07
2019-02-13,21.0,35.3,53.1,30.01,26.8,0.00,10.0,No data.,5.87,16.11,21.86
2019-02-12,24.1,32.0,41.0,30.08,24.9,0.00,9.7,No data.,7.25,12.77,19.68
2019-02-11,33.8,34.8,37.9,29.95,33.8,0.04,5.5,No data.,9.32,13.81,No data.
2019-02-10,30.9,35.2,43.0,30.22,29.2,0.04,9.9,No data.,8.40,11.39,18.30
2019-02-09,12.9,22.7,39.9,30.63,13.5,0.00,10.0,No data.,8.98,17.26,26.35
2019-02-08,1.9,13.2,26.1,30.67,0.8,0.00,10.0,No data.,2.76,8.06,No data.
2019-02-07,9.0,15.6,21.9,30.18,6.9,0.05,8.5,No data.,10.59,17.26,29.92
2019-02-06,19.9,21.2,23.0,30.00,17.6,0.00,7.4,No data.,8.63,14.96,17.26
2019-02-05,19.0,21.5,28.0,30.06,14.3,0.00,10.0,No data.,10.01,14.96,No data.
2019-02-04,24.1,40.0,64.9,29.78,32.2,0.00,9.9,No data.,9.55,13.81,32.22
2019-02-03,54.0,60.2,71.1,29.67,52.4,0.00,10.0,No data.,14.38,21.86,34.41
2019-02-02,32.0,48.4,64.0,29.98,44.6,0.00,8.3,No data.,7.13,24.17,33.26
2019-02-01,16.0,31.5,57.0,30.14,23.0,0.00,10.0,No data.,2.76,11.39,No data.
2019-01-31,7.0,18.1,39.0,30.20,6.7,0.00,10.0,No data.,7.94,11.39,No data.
2019-01-30,1.0,8.7,19.0,30.39,-4.1,0.00,10.0,No data.,7.13,12.77,23.02
2019-01-29,16.0,21.9,33.1,30.26,14.5,0.00,10.0,No data.,5.18,16.11,24.17
2019-01-28,28.0,37.5,50.0,29.91,25.6,0.06,10.0,No data.,11.16,20.83,43.84
2019-01-27,27.0,37.2,50.0,30.03,31.2,0.00,10.0,No data.,6.44,16.11,24.17
2019-01-26,19.9,31.3,46.9,30.12,25.4,0.00,10.0,No data.,4.72,12.77,18.30
2019-01-25,1.0,18.9,43.0,30.30,12.2,0.00,10.0,No data.,6.90,19.68,28.88
2019-01-24,14.0,22.8,30.9,30.17,16.5,0.00,10.0,No data.,4.37,12.77,28.88
2019-01-23,9.0,21.7,32.0,30.09,16.8,0.14,8.7,No data.,6.33,12.77,24.17
2019-01-22,24.1,33.2,39.0,29.77,29.1,0.00,7.2,No data.,8.86,16.11,29.92
2019-01-21,19.0,24.9,36.0,30.09,19.3,0.00,10.0,No data.,11.16,17.26,28.88
2019-01-20,9.0,17.7,30.0,30.33,11.5,0.00,10.0,No data.,4.49,13.81,No data.
2019-01-19,15.1,20.9,34.0,30.28,15.9,0.29,7.6,No data.,12.43,18.30,34.41
2019-01-18,33.1,35.1,37.9,29.97,33.8,0.00,6.3,No data.,9.21,13.81,19.68
2019-01-17,30.2,33.0,35.1,30.14,31.1,0.00,6.2,No data.,4.26,10.24,No data.
2019-01-16,30.0,32.4,34.0,30.18,30.7,0.00,3.0,No data.,7.48,12.77,No data.
2019-01-15,30.2,33.8,35.1,30.23,31.9,0.00,4.5,No data.,8.52,12.77,No data.
2019-01-14,28.4,31.9,35.1,30.42,28.4,0.00,9.0,No data.,7.13,11.39,No data.
2019-01-13,32.0,33.2,34.0,30.41,27.8,0.12,8.1,No data.,6.79,12.77,18.30
2019-01-12,33.1,33.9,36.0,30.11,31.0,0.50,5.8,No data.,9.44,14.96,26.35
2019-01-11,30.9,36.9,44.1,30.11,29.8,0.00,9.6,No data.,3.22,10.24,No data.
2019-01-10,21.0,33.4,50.0,30.34,19.2,0.00,10.0,No data.,5.18,16.11,No data.
2019-01-09,21.9,34.9,44.1,30.54,17.9,0.00,10.0,No data.,4.60,11.39,No data.
2019-01-08,28.9,45.0,54.0,30.18,27.5,0.00,10.0,No data.,7.36,13.81,31.07
2019-01-07,42.1,55.7,60.1,29.69,41.8,0.00,10.0,No data.,12.54,21.86,34.41
2019-01-06,33.1,46.3,63.0,29.87,35.5,0.00,10.0,No data.,6.44,19.68,36.94
2019-01-05,24.1,39.5,64.0,29.99,30.5,0.00,10.0,No data.,2.19,6.90,No data.
2019-01-04,18.0,32.9,57.9,29.93,23.7,0.00,10.0,No data.,3.34,10.24,No data.
2019-01-03,16.0,29.5,51.1,30.09,19.4,0.00,10.0,No data.,3.80,9.21,No data.
2019-01-02,18.0,25.2,39.0,30.27,13.2,0.00,10.0,No data.,7.36,12.77,20.83
2019-01-01,12.9,16.3,24.1,30.40,7.5,0.00,10.0,No data.,7.36,12.77,27.73
2018-12-31,30.0,35.6,39.9,29.72,28.7,0.00,10.0,No data.,5.41,11.39,25.32
2018-12-30,18.9,24.6,40.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-29,12.0,17.9,27.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-28,21.0,23.6,25.2,No data.,No data.,0.02,No data.,No data.,No data.,No data.,No data.
2018-12-27,24.4,47.6,54.1,No data.,No data.,1.26,No data.,No data.,No data.,No data.,No data.
2018-12-26,38.8,42.6,50.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-25,25.9,39.2,52.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-24,31.1,37.8,48.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-23,22.3,36.7,47.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-22,25.9,38.7,48.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-21,21.2,36.1,51.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-20,32.4,42.0,50.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-19,42.6,47.0,52.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-18,33.1,43.8,54.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-17,18.9,35.1,57.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-16,21.2,37.4,57.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-15,15.6,31.4,55.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2018-12-14,26.8,37.4,50.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
